V1,subj,rt,choice,upleftval,uprightval,downleftval,downrightval,roi,fixdur,fixnum,revfixnum,trial
6650,126,2642,0,3,5,3,6,2,307,2,5,56
6651,126,2642,0,3,5,3,6,4,185,3,4,56
6652,126,2642,0,3,5,3,6,3,239,4,3,56
6653,126,2642,0,3,5,3,6,1,199,5,2,56
6654,126,2642,0,3,5,3,6,2,510,6,1,56
6741,126,3147,1,5,6,8,2,1,497,1,6,57
6742,126,3147,1,5,6,8,2,3,227,2,5,57
6743,126,3147,1,5,6,8,2,4,405,3,4,57
6744,126,3147,1,5,6,8,2,2,284,4,3,57
6745,126,3147,1,5,6,8,2,1,692,5,2,57
6746,126,3147,1,5,6,8,2,3,483,6,1,57
6816,126,2614,1,5,6,9,2,1,568,1,5,58
6817,126,2614,1,5,6,9,2,2,570,2,4,58
6818,126,2614,1,5,6,9,2,4,400,3,3,58
6819,126,2614,1,5,6,9,2,3,227,4,2,58
6820,126,2614,1,5,6,9,2,1,322,5,1,58
6860,126,1010,0,5,5,4,8,1,422,1,2,59
6861,126,1010,0,5,5,4,8,2,194,2,1,59
6917,126,6611,1,5,5,9,3,1,465,1,9,60
6918,126,6611,1,5,5,9,3,2,835,2,8,60
6919,126,6611,1,5,5,9,3,4,390,3,7,60
6920,126,6611,1,5,5,9,3,3,345,4,6,60
6921,126,6611,1,5,5,9,3,1,584,5,5,60
6922,126,6611,1,5,5,9,3,2,1163,6,4,60
6923,126,6611,1,5,5,9,3,1,674,7,3,60
6924,126,6611,1,5,5,9,3,3,708,8,2,60
6925,126,6611,1,5,5,9,3,4,706,9,1,60
6963,126,1385,1,6,4,4,9,1,239,1,3,61
6964,126,1385,1,6,4,4,9,2,460,2,2,61
6965,126,1385,1,6,4,4,9,1,151,3,1,61
7006,126,3645,0,5,5,4,6,1,344,1,6,62
7007,126,3645,0,5,5,4,6,2,705,2,5,62
7008,126,3645,0,5,5,4,6,4,297,3,4,62
7009,126,3645,0,5,5,4,6,3,628,4,3,62
7010,126,3645,0,5,5,4,6,1,247,5,2,62
7011,126,3645,0,5,5,4,6,2,607,6,1,62
7051,126,1889,1,5,6,9,4,1,386,1,5,63
7052,126,1889,1,5,6,9,4,2,462,2,4,63
7053,126,1889,1,5,6,9,4,4,244,3,3,63
7054,126,1889,1,5,6,9,4,3,179,4,2,63
7055,126,1889,1,5,6,9,4,1,79,5,1,63
7245,126,2173,0,7,5,2,6,1,222,1,5,64
7246,126,2173,0,7,5,2,6,2,664,2,4,64
7247,126,2173,0,7,5,2,6,4,171,3,3,64
7248,126,2173,0,7,5,2,6,3,175,4,2,64
7249,126,2173,0,7,5,2,6,1,498,5,1,64
7334,126,2451,0,5,5,8,3,1,408,1,4,65
7335,126,2451,0,5,5,8,3,2,1128,2,3,65
7336,126,2451,0,5,5,8,3,4,362,3,2,65
7337,126,2451,0,5,5,8,3,3,310,4,1,65
8304,126,1979,0,5,7,6,2,1,424,1,3,66
8305,126,1979,0,5,7,6,2,2,613,2,2,66
8306,126,1979,0,5,7,6,2,1,545,3,1,66
9434,126,2878,1,5,5,6,2,1,228,1,7,67
9435,126,2878,1,5,5,6,2,3,166,2,6,67
9436,126,2878,1,5,5,6,2,4,444,3,5,67
9437,126,2878,1,5,5,6,2,3,283,4,4,67
9438,126,2878,1,5,5,6,2,1,209,5,3,67
9439,126,2878,1,5,5,6,2,2,493,6,2,67
9440,126,2878,1,5,5,6,2,1,394,7,1,67
11049,126,949,1,7,5,2,7,1,169,1,2,68
11050,126,949,1,7,5,2,7,2,466,2,1,68
11700,126,1619,0,5,6,3,8,1,281,1,4,69
11701,126,1619,0,5,6,3,8,3,138,2,3,69
11702,126,1619,0,5,6,3,8,2,519,3,2,69
11703,126,1619,0,5,6,3,8,1,212,4,1,69
12769,126,2533,1,6,5,8,4,1,259,1,7,70
12770,126,2533,1,6,5,8,4,3,176,2,6,70
12771,126,2533,1,6,5,8,4,1,215,3,5,70
12772,126,2533,1,6,5,8,4,2,369,4,4,70
12773,126,2533,1,6,5,8,4,4,357,5,3,70
12774,126,2533,1,6,5,8,4,3,389,6,2,70
12775,126,2533,1,6,5,8,4,1,222,7,1,70
13395,126,3915,0,5,7,6,3,1,436,1,7,71
13396,126,3915,0,5,7,6,3,2,1075,2,6,71
13397,126,3915,0,5,7,6,3,3,252,3,5,71
13398,126,3915,0,5,7,6,3,1,842,4,4,71
13399,126,3915,0,5,7,6,3,2,459,5,3,71
13400,126,3915,0,5,7,6,3,4,240,6,2,71
13401,126,3915,0,5,7,6,3,3,131,7,1,71
13925,126,1954,0,6,5,4,7,1,484,1,4,72
13926,126,1954,0,6,5,4,7,2,423,2,3,72
13927,126,1954,0,6,5,4,7,4,210,3,2,72
13928,126,1954,0,6,5,4,7,2,282,4,1,72
15002,126,1768,0,5,6,6,2,1,257,1,5,73
15003,126,1768,0,5,6,6,2,2,406,2,4,73
15004,126,1768,0,5,6,6,2,4,304,3,3,73
15005,126,1768,0,5,6,6,2,3,283,4,2,73
15006,126,1768,0,5,6,6,2,1,59,5,1,73
15588,126,1846,1,5,5,6,3,1,317,1,4,74
15589,126,1846,1,5,5,6,3,3,130,2,3,74
15590,126,1846,1,5,5,6,3,2,491,3,2,74
15591,126,1846,1,5,5,6,3,1,307,4,1,74
16631,126,1082,0,5,5,4,6,1,195,1,2,75
16632,126,1082,0,5,5,4,6,2,595,2,1,75
16713,126,1962,1,7,5,2,7,1,226,1,5,76
16714,126,1962,1,7,5,2,7,2,755,2,4,76
16715,126,1962,1,7,5,2,7,4,35,3,3,76
16716,126,1962,1,7,5,2,7,3,253,4,2,76
16717,126,1962,1,7,5,2,7,1,141,5,1,76
18890,126,2473,1,7,5,2,7,1,157,1,5,77
18891,126,2473,1,7,5,2,7,2,811,2,4,77
18892,126,2473,1,7,5,2,7,4,238,3,3,77
18893,126,2473,1,7,5,2,7,3,387,4,2,77
18894,126,2473,1,7,5,2,7,1,184,5,1,77
19414,126,2548,1,6,4,4,8,1,137,1,5,78
19415,126,2548,1,6,4,4,8,2,652,2,4,78
19416,126,2548,1,6,4,4,8,4,139,3,3,78
19417,126,2548,1,6,4,4,8,3,659,4,2,78
19418,126,2548,1,6,4,4,8,4,338,5,1,78
21071,126,4076,0,5,5,5,6,1,287,1,7,79
21072,126,4076,0,5,5,5,6,2,663,2,6,79
21073,126,4076,0,5,5,5,6,1,965,3,5,79
21074,126,4076,0,5,5,5,6,2,223,4,4,79
21075,126,4076,0,5,5,5,6,4,362,5,3,79
21076,126,4076,0,5,5,5,6,3,413,6,2,79
21077,126,4076,0,5,5,5,6,4,272,7,1,79
21186,126,3542,0,7,5,2,6,1,238,1,2,80
21187,126,3542,0,7,5,2,6,2,2896,2,1,80
21333,126,3689,1,5,6,8,4,2,561,1,6,81
21334,126,3689,1,5,6,8,4,1,735,2,5,81
21335,126,3689,1,5,6,8,4,3,127,3,4,81
21336,126,3689,1,5,6,8,4,4,577,4,3,81
21337,126,3689,1,5,6,8,4,3,139,5,2,81
21338,126,3689,1,5,6,8,4,1,891,6,1,81
21410,126,1829,1,5,5,4,9,1,223,1,3,82
21411,126,1829,1,5,5,4,9,2,807,2,2,82
21412,126,1829,1,5,5,4,9,1,357,3,1,82
21546,126,2442,1,7,5,2,6,1,377,1,6,83
21547,126,2442,1,7,5,2,6,2,726,2,5,83
21548,126,2442,1,7,5,2,6,1,360,3,4,83
21549,126,2442,1,7,5,2,6,3,154,4,3,83
21550,126,2442,1,7,5,2,6,4,301,5,2,83
21551,126,2442,1,7,5,2,6,3,76,6,1,83
21889,126,2496,0,6,5,2,9,2,368,1,5,84
21890,126,2496,0,6,5,2,9,3,385,2,4,84
21891,126,2496,0,6,5,2,9,4,307,3,3,84
21892,126,2496,0,6,5,2,9,2,451,4,2,84
21893,126,2496,0,6,5,2,9,1,423,5,1,84
22049,126,3328,1,5,6,7,4,1,617,1,4,85
22050,126,3328,1,5,6,7,4,2,715,2,3,85
22051,126,3328,1,5,6,7,4,4,415,3,2,85
22052,126,3328,1,5,6,7,4,3,607,4,1,85
22108,126,3120,1,5,5,7,5,1,448,1,6,86
22109,126,3120,1,5,5,7,5,2,1019,2,5,86
22110,126,3120,1,5,5,7,5,1,352,3,4,86
22111,126,3120,1,5,5,7,5,3,104,4,3,86
22112,126,3120,1,5,5,7,5,4,297,5,2,86
22113,126,3120,1,5,5,7,5,3,66,6,1,86
22312,126,2527,0,7,5,2,6,1,332,1,3,87
22313,126,2527,0,7,5,2,6,2,1134,2,2,87
22314,126,2527,0,7,5,2,6,4,755,3,1,87
22358,126,3622,0,5,5,4,8,1,395,1,5,88
22359,126,3622,0,5,5,4,8,2,602,2,4,88
22360,126,3622,0,5,5,4,8,1,1387,3,3,88
22361,126,3622,0,5,5,4,8,2,434,4,2,88
22362,126,3622,0,5,5,4,8,4,267,5,1,88
22414,126,2256,1,6,5,4,7,2,367,1,5,89
22415,126,2256,1,6,5,4,7,1,339,2,4,89
22416,126,2256,1,6,5,4,7,3,150,3,3,89
22417,126,2256,1,6,5,4,7,4,302,4,2,89
22418,126,2256,1,6,5,4,7,2,528,5,1,89
22535,126,2237,0,6,5,4,9,1,383,1,4,90
22536,126,2237,0,6,5,4,9,2,664,2,3,90
22537,126,2237,0,6,5,4,9,4,433,3,2,90
22538,126,2237,0,6,5,4,9,3,447,4,1,90
22825,126,3471,1,5,5,8,2,1,288,1,4,91
22826,126,3471,1,5,5,8,2,2,1284,2,3,91
22827,126,3471,1,5,5,8,2,4,666,3,2,91
22828,126,3471,1,5,5,8,2,3,596,4,1,91
22857,126,6121,1,4,5,9,4,1,298,1,8,92
22858,126,6121,1,4,5,9,4,2,1015,2,7,92
22859,126,6121,1,4,5,9,4,3,374,3,6,92
22860,126,6121,1,4,5,9,4,4,415,4,5,92
22861,126,6121,1,4,5,9,4,1,341,5,4,92
22862,126,6121,1,4,5,9,4,2,755,6,3,92
22863,126,6121,1,4,5,9,4,4,662,7,2,92
22864,126,6121,1,4,5,9,4,3,519,8,1,92
23117,126,4261,0,5,5,2,9,1,358,1,7,93
23118,126,4261,0,5,5,2,9,2,1150,2,6,93
23119,126,4261,0,5,5,2,9,1,368,3,5,93
23120,126,4261,0,5,5,2,9,3,237,4,4,93
23121,126,4261,0,5,5,2,9,4,466,5,3,93
23122,126,4261,0,5,5,2,9,3,559,6,2,93
23123,126,4261,0,5,5,2,9,2,321,7,1,93
23182,126,4248,0,7,5,2,7,1,167,1,6,94
23183,126,4248,0,7,5,2,7,2,665,2,5,94
23184,126,4248,0,7,5,2,7,4,184,3,4,94
23185,126,4248,0,7,5,2,7,3,274,4,3,94
23186,126,4248,0,7,5,2,7,4,715,5,2,94
23187,126,4248,0,7,5,2,7,2,1386,6,1,94
23235,126,2538,1,5,5,2,7,1,631,1,5,95
23236,126,2538,1,5,5,2,7,2,650,2,4,95
23237,126,2538,1,5,5,2,7,3,289,3,3,95
23238,126,2538,1,5,5,2,7,4,416,4,2,95
23239,126,2538,1,5,5,2,7,1,12,5,1,95
23292,126,3841,1,5,5,7,3,1,355,1,5,96
23293,126,3841,1,5,5,7,3,2,1739,2,4,96
23294,126,3841,1,5,5,7,3,4,478,3,3,96
23295,126,3841,1,5,5,7,3,3,328,4,2,96
23296,126,3841,1,5,5,7,3,1,267,5,1,96
23516,126,2333,0,5,5,2,6,1,371,1,6,97
23517,126,2333,0,5,5,2,6,3,170,2,5,97
23518,126,2333,0,5,5,2,6,4,293,3,4,97
23519,126,2333,0,5,5,2,6,2,535,4,3,97
23520,126,2333,0,5,5,2,6,4,427,5,2,97
23521,126,2333,0,5,5,2,6,2,99,6,1,97
23621,126,1990,0,4,6,9,4,1,493,1,4,98
23622,126,1990,0,4,6,9,4,2,508,2,3,98
23623,126,1990,0,4,6,9,4,4,161,3,2,98
23624,126,1990,0,4,6,9,4,3,203,4,1,98
23730,126,2283,1,6,5,2,6,1,455,1,3,99
23731,126,2283,1,6,5,2,6,2,1046,2,2,99
23732,126,2283,1,6,5,2,6,3,388,3,1,99
7,127,4124,0,7,8,3,6,2,175,1,7,1
8,127,4124,0,7,8,3,6,1,844,2,6,1
9,127,4124,0,7,8,3,6,2,690,3,5,1
10,127,4124,0,7,8,3,6,1,348,4,4,1
11,127,4124,0,7,8,3,6,3,275,5,3,1
12,127,4124,0,7,8,3,6,4,344,6,2,1
13,127,4124,0,7,8,3,6,2,186,7,1,1
63,127,6706,1,9,6,2,7,1,426,1,8,2
64,127,6706,1,9,6,2,7,2,890,2,7,2
65,127,6706,1,9,6,2,7,4,393,3,6,2
66,127,6706,1,9,6,2,7,3,1894,4,5,2
67,127,6706,1,9,6,2,7,4,320,5,4,2
68,127,6706,1,9,6,2,7,2,801,6,3,2
69,127,6706,1,9,6,2,7,4,358,7,2,2
70,127,6706,1,9,6,2,7,1,155,8,1,2
111,127,2638,1,6,5,7,3,1,629,1,5,3
112,127,2638,1,6,5,7,3,2,837,2,4,3
113,127,2638,1,6,5,7,3,4,100,3,3,3
114,127,2638,1,6,5,7,3,3,250,4,2,3
115,127,2638,1,6,5,7,3,1,103,5,1,3
247,127,3293,1,6,8,7,4,1,442,1,6,4
248,127,3293,1,6,8,7,4,2,688,2,5,4
249,127,3293,1,6,8,7,4,4,326,3,4,4
250,127,3293,1,6,8,7,4,3,677,4,3,4
251,127,3293,1,6,8,7,4,4,246,5,2,4
252,127,3293,1,6,8,7,4,1,27,6,1,4
464,127,2500,0,4,5,2,7,1,541,1,5,5
465,127,2500,0,4,5,2,7,2,723,2,4,5
466,127,2500,0,4,5,2,7,4,225,3,3,5
467,127,2500,0,4,5,2,7,3,229,4,2,5
468,127,2500,0,4,5,2,7,1,94,5,1,5
770,127,3289,1,5,7,7,3,1,505,1,5,6
771,127,3289,1,5,7,7,3,2,610,2,4,6
772,127,3289,1,5,7,7,3,4,358,3,3,6
773,127,3289,1,5,7,7,3,3,280,4,2,6
774,127,3289,1,5,7,7,3,1,778,5,1,6
830,127,1928,1,6,7,8,2,1,516,1,3,7
831,127,1928,1,6,7,8,2,2,743,2,2,7
832,127,1928,1,6,7,8,2,1,231,3,1,7
1093,127,5979,1,3,5,7,3,1,616,1,7,8
1094,127,5979,1,3,5,7,3,2,350,2,6,8
1095,127,5979,1,3,5,7,3,4,186,3,5,8
1096,127,5979,1,3,5,7,3,3,340,4,4,8
1097,127,5979,1,3,5,7,3,1,1785,5,3,8
1098,127,5979,1,3,5,7,3,2,974,6,2,8
1099,127,5979,1,3,5,7,3,3,514,7,1,8
1346,127,3290,0,2,5,9,4,1,498,1,3,9
1347,127,3290,0,2,5,9,4,2,643,2,2,9
1348,127,3290,0,2,5,9,4,4,1690,3,1,9
1473,127,3788,0,6,8,7,2,1,632,1,7,10
1474,127,3788,0,6,8,7,2,2,478,2,6,10
1475,127,3788,0,6,8,7,2,4,315,3,5,10
1476,127,3788,0,6,8,7,2,3,298,4,4,10
1477,127,3788,0,6,8,7,2,1,471,5,3,10
1478,127,3788,0,6,8,7,2,2,603,6,2,10
1479,127,3788,0,6,8,7,2,4,142,7,1,10
1517,127,1986,0,3,6,2,7,1,790,1,4,11
1518,127,1986,0,3,6,2,7,2,379,2,3,11
1519,127,1986,0,3,6,2,7,4,206,3,2,11
1520,127,1986,0,3,6,2,7,2,88,4,1,11
1620,127,2166,0,4,2,2,9,1,434,1,4,12
1621,127,2166,0,4,2,2,9,2,346,2,3,12
1622,127,2166,0,4,2,2,9,4,59,3,2,12
1623,127,2166,0,4,2,2,9,3,618,4,1,12
1721,127,1961,0,7,6,3,6,1,501,1,4,13
1722,127,1961,0,7,6,3,6,2,580,2,3,13
1723,127,1961,0,7,6,3,6,4,104,3,2,13
1724,127,1961,0,7,6,3,6,1,145,4,1,13
1987,127,3892,1,8,6,3,7,1,422,1,7,14
1988,127,3892,1,8,6,3,7,2,482,2,6,14
1989,127,3892,1,8,6,3,7,4,32,3,5,14
1990,127,3892,1,8,6,3,7,1,586,4,4,14
1991,127,3892,1,8,6,3,7,3,245,5,3,14
1992,127,3892,1,8,6,3,7,4,198,6,2,14
1993,127,3892,1,8,6,3,7,2,1059,7,1,14
2085,127,1800,0,2,2,3,9,1,335,1,4,15
2086,127,1800,0,2,2,3,9,2,317,2,3,15
2087,127,1800,0,2,2,3,9,4,412,3,2,15
2088,127,1800,0,2,2,3,9,3,210,4,1,15
2217,127,3391,1,6,6,4,8,1,651,1,6,16
2218,127,3391,1,6,6,4,8,2,373,2,5,16
2219,127,3391,1,6,6,4,8,4,161,3,4,16
2220,127,3391,1,6,6,4,8,3,177,4,3,16
2221,127,3391,1,6,6,4,8,1,621,5,2,16
2222,127,3391,1,6,6,4,8,3,467,6,1,16
2379,127,2820,0,8,6,2,6,1,407,1,5,17
2380,127,2820,0,8,6,2,6,2,868,2,4,17
2381,127,2820,0,8,6,2,6,4,239,3,3,17
2382,127,2820,0,8,6,2,6,3,384,4,2,17
2383,127,2820,0,8,6,2,6,1,124,5,1,17
2568,127,1595,0,4,8,2,6,1,531,1,4,18
2569,127,1595,0,4,8,2,6,2,537,2,3,18
2570,127,1595,0,4,8,2,6,4,148,3,2,18
2571,127,1595,0,4,8,2,6,2,82,4,1,18
2660,127,2258,1,6,8,6,2,1,483,1,5,19
2661,127,2258,1,6,8,6,2,2,378,2,4,19
2662,127,2258,1,6,8,6,2,4,131,3,3,19
2663,127,2258,1,6,8,6,2,3,111,4,2,19
2664,127,2258,1,6,8,6,2,1,555,5,1,19
2715,127,1012,0,2,6,3,6,1,378,1,3,20
2716,127,1012,0,2,6,3,6,2,328,2,2,20
2717,127,1012,0,2,6,3,6,4,73,3,1,20
2815,127,1991,0,7,8,2,9,1,492,1,4,21
2816,127,1991,0,7,8,2,9,2,498,2,3,21
2817,127,1991,0,7,8,2,9,4,129,3,2,21
2818,127,1991,0,7,8,2,9,3,200,4,1,21
2884,127,1901,0,6,8,1,8,1,495,1,4,22
2885,127,1901,0,6,8,1,8,2,704,2,3,22
2886,127,1901,0,6,8,1,8,4,211,3,2,22
2887,127,1901,0,6,8,1,8,2,6,4,1,22
3179,127,1248,0,3,8,2,9,1,384,1,2,23
3180,127,1248,0,3,8,2,9,2,522,2,1,23
3221,127,2163,1,8,1,4,7,1,1173,1,3,24
3222,127,2163,1,8,1,4,7,2,548,2,2,24
3223,127,2163,1,8,1,4,7,1,116,3,1,24
3447,127,2837,1,9,7,3,8,1,351,1,5,25
3448,127,2837,1,9,7,3,8,2,916,2,4,25
3449,127,2837,1,9,7,3,8,4,304,3,3,25
3450,127,2837,1,9,7,3,8,3,119,4,2,25
3451,127,2837,1,9,7,3,8,1,466,5,1,25
3501,127,3593,1,8,6,2,6,1,646,1,5,26
3502,127,3593,1,8,6,2,6,2,580,2,4,26
3503,127,3593,1,8,6,2,6,1,412,3,3,26
3504,127,3593,1,8,6,2,6,3,182,4,2,26
3505,127,3593,1,8,6,2,6,1,1116,5,1,26
3539,127,1422,0,5,6,3,8,1,433,1,3,27
3540,127,1422,0,5,6,3,8,2,480,2,2,27
3541,127,1422,0,5,6,3,8,4,105,3,1,27
3580,127,2988,0,6,8,7,2,1,713,1,4,28
3581,127,2988,0,6,8,7,2,2,894,2,3,28
3582,127,2988,0,6,8,7,2,4,502,3,2,28
3583,127,2988,0,6,8,7,2,2,108,4,1,28
3642,127,2342,1,8,4,3,9,1,477,1,5,29
3643,127,2342,1,8,4,3,9,2,535,2,4,29
3644,127,2342,1,8,4,3,9,4,242,3,3,29
3645,127,2342,1,8,4,3,9,3,124,4,2,29
3646,127,2342,1,8,4,3,9,1,339,5,1,29
3750,127,2511,0,8,8,4,8,1,689,1,4,30
3751,127,2511,0,8,8,4,8,2,992,2,3,30
3752,127,2511,0,8,8,4,8,4,111,3,2,30
3753,127,2511,0,8,8,4,8,2,12,4,1,30
3836,127,1699,0,6,8,1,6,1,448,1,4,31
3837,127,1699,0,6,8,1,6,2,549,2,3,31
3838,127,1699,0,6,8,1,6,4,294,3,2,31
3839,127,1699,0,6,8,1,6,1,64,4,1,31
3982,127,6088,0,6,8,6,4,1,427,1,6,32
3983,127,6088,0,6,8,6,4,2,651,2,5,32
3984,127,6088,0,6,8,6,4,4,1369,3,4,32
3985,127,6088,0,6,8,6,4,3,923,4,3,32
3986,127,6088,0,6,8,6,4,1,701,5,2,32
3987,127,6088,0,6,8,6,4,2,809,6,1,32
4052,127,5243,1,7,7,7,3,1,1522,1,6,33
4053,127,5243,1,7,7,7,3,2,847,2,5,33
4054,127,5243,1,7,7,7,3,4,221,3,4,33
4055,127,5243,1,7,7,7,3,3,1301,4,3,33
4056,127,5243,1,7,7,7,3,4,192,5,2,33
4057,127,5243,1,7,7,7,3,1,38,6,1,33
4271,127,6140,0,7,8,7,3,1,564,1,6,34
4272,127,6140,0,7,8,7,3,2,924,2,5,34
4273,127,6140,0,7,8,7,3,4,559,3,4,34
4274,127,6140,0,7,8,7,3,3,251,4,3,34
4275,127,6140,0,7,8,7,3,1,2491,5,2,34
4276,127,6140,0,7,8,7,3,2,363,6,1,34
4380,127,2218,0,8,7,2,7,1,138,1,6,35
4381,127,2218,0,8,7,2,7,2,626,2,5,35
4382,127,2218,0,8,7,2,7,1,164,3,4,35
4383,127,2218,0,8,7,2,7,3,56,4,3,35
4384,127,2218,0,8,7,2,7,4,341,5,2,35
4385,127,2218,0,8,7,2,7,1,137,6,1,35
4556,127,1586,1,5,2,7,3,1,564,1,4,36
4557,127,1586,1,5,2,7,3,2,560,2,3,36
4558,127,1586,1,5,2,7,3,4,104,3,2,36
4559,127,1586,1,5,2,7,3,3,18,4,1,36
4604,127,9043,1,7,6,3,6,1,385,1,12,37
4605,127,9043,1,7,6,3,6,2,600,2,11,37
4606,127,9043,1,7,6,3,6,4,526,3,10,37
4607,127,9043,1,7,6,3,6,3,410,4,9,37
4608,127,9043,1,7,6,3,6,4,955,5,8,37
4609,127,9043,1,7,6,3,6,3,652,6,7,37
4610,127,9043,1,7,6,3,6,4,849,7,6,37
4611,127,9043,1,7,6,3,6,3,492,8,5,37
4612,127,9043,1,7,6,3,6,1,628,9,4,37
4613,127,9043,1,7,6,3,6,2,1052,10,3,37
4614,127,9043,1,7,6,3,6,4,483,11,2,37
4615,127,9043,1,7,6,3,6,3,218,12,1,37
4932,127,1453,0,6,8,9,4,1,358,1,2,38
4933,127,1453,0,6,8,9,4,2,779,2,1,38
4966,127,2953,0,7,8,2,6,1,477,1,6,39
4967,127,2953,0,7,8,2,6,2,575,2,5,39
4968,127,2953,0,7,8,2,6,1,740,3,4,39
4969,127,2953,0,7,8,2,6,4,207,4,3,39
4970,127,2953,0,7,8,2,6,3,134,5,2,39
4971,127,2953,0,7,8,2,6,4,233,6,1,39
5032,127,2079,1,4,7,9,2,1,457,1,5,40
5033,127,2079,1,4,7,9,2,2,697,2,4,40
5034,127,2079,1,4,7,9,2,1,119,3,3,40
5035,127,2079,1,4,7,9,2,3,173,4,2,40
5036,127,2079,1,4,7,9,2,4,206,5,1,40
5256,127,1309,0,7,6,2,7,1,394,1,2,41
5257,127,1309,0,7,6,2,7,2,580,2,1,41
5305,127,1405,1,8,2,4,9,1,555,1,3,42
5306,127,1405,1,8,2,4,9,2,412,2,2,42
5307,127,1405,1,8,2,4,9,1,11,3,1,42
5358,127,1993,0,2,4,9,2,1,350,1,5,43
5359,127,1993,0,2,4,9,2,2,631,2,4,43
5360,127,1993,0,2,4,9,2,4,233,3,3,43
5361,127,1993,0,2,4,9,2,3,124,4,2,43
5362,127,1993,0,2,4,9,2,1,104,5,1,43
5483,127,2731,1,6,8,6,4,1,457,1,5,44
5484,127,2731,1,6,8,6,4,2,672,2,4,44
5485,127,2731,1,6,8,6,4,4,288,3,3,44
5486,127,2731,1,6,8,6,4,3,471,4,2,44
5487,127,2731,1,6,8,6,4,1,94,5,1,44
5603,127,2815,1,6,2,7,3,1,436,1,5,45
5604,127,2815,1,6,2,7,3,2,769,2,4,45
5605,127,2815,1,6,2,7,3,3,311,3,3,45
5606,127,2815,1,6,2,7,3,4,171,4,2,45
5607,127,2815,1,6,2,7,3,1,332,5,1,45
5680,127,2269,0,7,8,2,6,1,476,1,6,46
5681,127,2269,0,7,8,2,6,2,406,2,5,46
5682,127,2269,0,7,8,2,6,1,274,3,4,46
5683,127,2269,0,7,8,2,6,3,190,4,3,46
5684,127,2269,0,7,8,2,6,4,206,5,2,46
5685,127,2269,0,7,8,2,6,2,117,6,1,46
5954,127,1944,1,6,4,8,2,1,370,1,4,47
5955,127,1944,1,6,4,8,2,2,541,2,3,47
5956,127,1944,1,6,4,8,2,1,339,3,2,47
5957,127,1944,1,6,4,8,2,3,167,4,1,47
6056,127,9347,0,8,6,3,7,1,509,1,12,48
6057,127,9347,0,8,6,3,7,2,527,2,11,48
6058,127,9347,0,8,6,3,7,1,383,3,10,48
6059,127,9347,0,8,6,3,7,3,310,4,9,48
6060,127,9347,0,8,6,3,7,4,235,5,8,48
6061,127,9347,0,8,6,3,7,3,1391,6,7,48
6062,127,9347,0,8,6,3,7,4,928,7,6,48
6063,127,9347,0,8,6,3,7,2,332,8,5,48
6064,127,9347,0,8,6,3,7,1,1937,9,4,48
6065,127,9347,0,8,6,3,7,3,297,10,3,48
6066,127,9347,0,8,6,3,7,4,144,11,2,48
6067,127,9347,0,8,6,3,7,2,155,12,1,48
6117,127,1495,0,3,8,7,3,1,479,1,2,49
6118,127,1495,0,3,8,7,3,2,681,2,1,49
6224,127,1275,1,8,1,3,7,1,391,1,3,50
6225,127,1275,1,8,1,3,7,2,504,2,2,50
6226,127,1275,1,8,1,3,7,1,141,3,1,50
6320,127,988,0,1,8,7,4,1,444,1,2,51
6321,127,988,0,1,8,7,4,2,418,2,1,51
6381,127,1521,0,4,7,9,3,1,380,1,3,52
6382,127,1521,0,4,7,9,3,2,718,2,2,52
6383,127,1521,0,4,7,9,3,1,167,3,1,52
6431,127,1567,1,7,2,3,9,1,523,1,3,53
6432,127,1567,1,7,2,3,9,2,378,2,2,53
6433,127,1567,1,7,2,3,9,1,253,3,1,53
6501,127,1758,1,6,6,7,1,1,648,1,3,54
6502,127,1758,1,6,6,7,1,2,616,2,2,54
6503,127,1758,1,6,6,7,1,1,168,3,1,54
6655,127,3412,0,7,8,2,8,1,417,1,5,55
6656,127,3412,0,7,8,2,8,2,858,2,4,55
6657,127,3412,0,7,8,2,8,4,278,3,3,55
6658,127,3412,0,7,8,2,8,3,270,4,2,55
6659,127,3412,0,7,8,2,8,4,535,5,1,55
7056,127,898,1,8,2,2,9,1,268,1,2,56
7057,127,898,1,8,2,2,9,2,351,2,1,56
7187,127,863,0,3,6,2,7,1,310,1,2,57
7188,127,863,0,3,6,2,7,2,269,2,1,57
7338,127,1681,1,6,5,7,4,1,447,1,3,58
7339,127,1681,1,6,5,7,4,2,597,2,2,58
7340,127,1681,1,6,5,7,4,1,333,3,1,58
7386,127,3876,0,8,8,4,6,1,859,1,7,59
7387,127,3876,0,8,8,4,6,2,501,2,6,59
7388,127,3876,0,8,8,4,6,1,590,3,5,59
7389,127,3876,0,8,8,4,6,3,274,4,4,59
7390,127,3876,0,8,8,4,6,4,332,5,3,59
7391,127,3876,0,8,8,4,6,3,204,6,2,59
7392,127,3876,0,8,8,4,6,2,312,7,1,59
7591,127,1582,1,5,2,7,3,1,765,1,3,60
7592,127,1582,1,5,2,7,3,2,450,2,2,60
7593,127,1582,1,5,2,7,3,1,94,3,1,60
7681,127,4142,0,7,8,2,6,1,458,1,6,61
7682,127,4142,0,7,8,2,6,2,600,2,5,61
7683,127,4142,0,7,8,2,6,4,312,3,4,61
7684,127,4142,0,7,8,2,6,3,1226,4,3,61
7685,127,4142,0,7,8,2,6,4,178,5,2,61
7686,127,4142,0,7,8,2,6,2,203,6,1,61
