"","val_A1","val_B1","val_A2","val_B2","subj_idx","drift","rho","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"1597",124,199,277.912,182,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,3.48122650856667,1537.4,2895
"1598",295,226.5215,55,90,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,2.85022650856667,1007.69,2264
"1599",234.7675,191,97,140,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,1.17222650856667,530.5,586
"1600",283,163.746,128,223,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-3.50322650856667,1279.17,2917
"1601",235,87,39.3272,167,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,2.73422650856667,1153.6,2148
"1602",120,167,224,173.8065,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,4.82822650856667,2425.2,4242
"1603",218.5599,86,32,185,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-2.95122650856667,1425.76,2365
"1604",79.7064,150,256,179,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,1.57722650856667,545.14,991
"1605",64.0059,169,296,154,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-5.23022650856667,2732.77,4644
"1606",217,157,106.112,163,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-1.34222650856667,488.99,756
"1607",280,136,64.0041,162,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,2.63022650856667,952.99,2044
"1608",245,130,76,160.2041,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,4.14922650856667,2241.24,3563
"1609",148,216.7223,298,204,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-2.24222650856667,448.33,1656
"1610",85.1249,195,246,121,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,-2.02922650856667,780.72,1443
"1611",163,202,267,233.3841,9,0.153548148867,0.488650791846667,0.563251060466667,0.586226508566667,0.4443020963,0.728634327766667,0.37005296222,1.99422650856667,617.74,1408
"1612",92,139.9692,260,182,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.79813885486667,369.1,2151
"1613",296,241.0683,204,251,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.974138854866667,0,327
"1614",238,104.8042,56,148,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.74413885486667,403.87,1097
"1615",71,112.2706,205,130,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.54213885486667,299,895
"1616",69,118,166.4624,104,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.32413885486667,465.09,677
"1617",232,167,84.3892,142,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.35713885486667,150.8,710
"1618",218.5599,185,32,86,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.91613885486667,734.13,1269
"1619",261.3522,204,90,128,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.896138854866667,0,249
"1620",89.8811,126,248,191,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.996138854866667,210.01,349
"1621",66,110,163.89,122,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.13813885486667,276.45,491
"1622",140.4468,206,284,197,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.889138854866667,145.89,242
"1623",238,157,96.2042,171,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.04013885486667,107.02,393
"1624",266,201,35,73.0301,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.38113885486667,919.63,1734
"1625",103,176,287.1928,173,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.43813885486667,155.04,791
"1626",274,97,33.2771,122,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.08513885486667,0,438
"1627",242.5782,165,113,176,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.910138854866667,263,263
"1628",130.4938,220,280,168,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.80813885486667,2043.75,3161
"1629",265.1475,222,182,226,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.17313885486667,144.669999999999,526
"1630",236,155,87,150.5413,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.05313885486667,129.9,406
"1631",142.9261,194,298,223,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.42413885486667,293.99,777
"1632",77.9836,210,287,135,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.25013885486667,212.9,603
"1633",284,102,47,139.3325,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.51713885486667,1191.3,2870
"1634",87,210,277.1856,124,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.36013885486667,655.65,713
"1635",293,209,177.1271,252,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.41813885486667,389.52,771
"1636",50,111.5508,267,141,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-3.69613885486667,1736.39,3049
"1637",80.4982,131,261,162,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.02913885486667,0,382
"1638",184.1219,141,79,112,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.08513885486667,740.42,1438
"1639",266.422,227,136,171,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.05613885486667,949.21,1409
"1640",248,196,165.38,212,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.05813885486667,583.07,1411
"1641",94,226,294,144.4379,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,5.56513885486667,1636.8,4918
"1642",230,152.6308,116,182,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.78313885486667,542.06,1136
"1643",80,139,267.2589,184,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.25513885486667,78.0700000000001,608
"1644",299,114,67,197.2434,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.64813885486667,422.83,1001
"1645",77,108.2796,242,211,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.56713885486667,356.76,920
"1646",148.9983,239,278,187,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.17813885486667,200.94,531
"1647",73,135.6034,192,111,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.26513885486667,173.07,618
"1648",100,188.2743,241,163,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.74913885486667,1102,1102
"1649",39.4254,176,240,76,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.49613885486667,409.07,849
"1650",162,232,281.0036,198,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.98813885486667,1919.35,3341
"1651",291,135.1494,74,197,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.931138854866667,74.3499999999999,284
"1652",47,90.2205,283,188,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.77013885486667,692,1123
"1653",253.2167,187,113,168,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.98013885486667,226.84,1333
"1654",227,112.6158,67,144,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.14213885486667,294.88,495
"1655",30,62,128,77.3563,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,4.43613885486667,1554.14,3789
"1656",77,117,219,174.1721,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.17813885486667,394.5,1531
"1657",90.0296,136,245,189,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.02913885486667,311.36,1382
"1658",154,189.0146,233,190,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.37013885486667,388.66,723
"1659",279,125,72.4665,186,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.85113885486667,1690.9,3204
"1660",210,122,47.2593,94,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.47613885486667,742.2,1829
"1661",123,178,258.0234,186,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.920138854866667,0,273
"1662",295.5577,227,172,218,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.21513885486667,727.73,1568
"1663",47.276,99,202,98,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.89613885486667,1054.2,2249
"1664",72,155,219.9473,103,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.12413885486667,139,477
"1665",152,204,250,189.8031,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.45813885486667,252.7,811
"1666",197,139,50.3627,90,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.03313885486667,0,386
"1667",291,141.3128,65,140,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-4.98313885486667,1726.15,4336
"1668",128,167.8223,235,183,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.938138854866667,0,291
"1669",237,196.6513,107,148,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.27313885486667,480.34,1626
"1670",93,190,283.1057,178,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.78013885486667,138.1,1133
"1671",42.3622,86,285,217,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.14513885486667,0,498
"1672",293,171.7137,131,233,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.856138854866667,0,209
"1673",58,140,204,100.5641,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.85913885486667,1109.2,2212
"1674",260,115.7281,39,139,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.16213885486667,209.12,515
"1675",295,239,107.9837,143,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.863138854866667,216,216
"1676",162,121,76.7358,107,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.47013885486667,955.13,1823
"1677",257,134.2821,102,204,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.46613885486667,541,1819
"1678",46,165,248,122.3349,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.31413885486667,217.07,1667
"1679",240,201,117.1301,150,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.33413885486667,383.93,687
"1680",46.3955,124,214,105,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.61713885486667,245,970
"1681",252,143,74,130.8935,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.30413885486667,138.86,657
"1682",257,150,40,71.5927,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.31713885486667,553.7,670
"1683",68,165.2795,276,129,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.56513885486667,292,2918
"1684",39.804,135,193,103,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.59913885486667,1391.94,1952
"1685",133,232,285.3243,180,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.999138854866667,0,352
"1686",55,143,233.3288,96,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.872138854866667,218.23,225
"1687",263.4748,212,143,181,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.24713885486667,641.75,1600
"1688",295,226.5215,55,90,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-3.45913885486667,1680.8,2812
"1689",246,121,85.1249,195,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.11613885486667,295.66,469
"1690",291.1944,234,166,213,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.48913885486667,259.2,842
"1691",115,155,269,200.5645,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.37013885486667,746.78,1723
"1692",252,150,103.3534,187,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.50713885486667,1767.22,2860
"1693",143,210.4749,265,184,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.74213885486667,878.03,2095
"1694",244,118,60,147.1857,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.27013885486667,437.13,623
"1695",242,163,59.2377,111,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.16813885486667,0,521
"1696",45.981,109,284,89,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.64713885486667,1625.85,3000
"1697",228,147,32,64.6739,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.04413885486667,395.69,397
"1698",86,139,238,179.7826,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.40013885486667,10.0700000000001,753
"1699",296,169,64.0059,154,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.75613885486667,565.8,1109
"1700",289,177,40,117.0609,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.826138854866667,0,179
"1701",33.0417,80,257,114,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.978138854866667,225.8,331
"1702",37.6023,171,299,76,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,4.30813885486667,1309.45,3661
"1703",38.8462,148,262,168,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.63013885486667,612.3,983
"1704",278,73.5685,41,181,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,4.51113885486667,1865.69,3864
"1705",110,169,296.8188,231,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.05813885486667,341.2,1411
"1706",216,165,133.2518,181,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.27013885486667,390,623
"1707",89,181.9277,247,123,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-3.14413885486667,1212.08,2497
"1708",206,121.9186,90,154,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.06213885486667,592.11,1415
"1709",170,205,262,217.4678,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.06613885486667,128.08,419
"1710",79,148,282.2638,177,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.23113885486667,1052.86,1584
"1711",170,120,59.5619,119,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.16613885486667,414.14,519
"1712",79.7064,179,256,150,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.80713885486667,978.5,2160
"1713",286.1269,84,51,207,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.47013885486667,289.25,823
"1714",85,181.5777,257,142,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.64613885486667,1274.39,1999
"1715",72.1965,132,290,200,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.25013885486667,168.94,603
"1716",266,119,68.4697,173,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,4.34813885486667,1697.04,3701
"1717",267,202,163,233.3841,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.943138854866667,0,296
"1718",46,150,286,131.0204,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.934138854866667,0,287
"1719",76,142,227.2887,135,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.14913885486667,728.4,1502
"1720",289,92.6492,46,183,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.24613885486667,31.8299999999999,599
"1721",160,192,276.708,237,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.29313885486667,136.77,646
"1722",155,200,271,217.342,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.90113885486667,1794.66,3254
"1723",66,102.1685,189,130,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.38613885486667,366.2,739
"1724",124,203.654,246,156,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.15013885486667,75.3699999999999,503
"1725",276,229,123.1652,158,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.76213885486667,1055.02,2115
"1726",90,139.2965,267,192,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.38113885486667,224.67,734
"1727",259,195.7833,141,193,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.24613885486667,531.07,1599
"1728",265,147,35,70.1675,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.43413885486667,497.21,787
"1729",260,210,43,92.3709,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.48913885486667,387.8,842
"1730",271,205.7561,139,214,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.56113885486667,993.57,1914
"1731",120,167,224,173.8065,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.900138854866667,253,253
"1732",54,86,272,222.0767,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.57113885486667,623.91,924
"1733",32,107,243,132.4739,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.986138854866667,98.94,339
"1734",225,157.0719,88,145,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.88113885486667,1826.01,3234
"1735",240,172.5334,124,183,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.05613885486667,0,409
"1736",179,97.2562,47,101,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.76513885486667,1055.57,2118
"1737",268,163,90.4721,155,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.99813885486667,825.19,1351
"1738",160,86.9989,39,84,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.31513885486667,3.92000000000016,668
"1739",88,130.8132,229,166,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.65113885486667,528.8,2004
"1740",297,221,161,228.7713,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.865138854866667,218,218
"1741",244,155.1241,90,170,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.05813885486667,861.45,2411
"1742",300,210,131.6394,189,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.52913885486667,420.98,882
"1743",288.0508,180,33,125,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.99613885486667,1141.64,2349
"1744",97,184,273.8797,147,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.894138854866667,0,247
"1745",36,117,246.6045,143,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.40413885486667,325.22,757
"1746",265,123,33.5172,132,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.38813885486667,355.52,741
"1747",72,136,264,140.3555,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.56213885486667,339.24,915
"1748",52,148,191,100.5618,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-0.755138854866667,57.32,108
"1749",269.3988,139,59,115,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.99613885486667,526.91,1349
"1750",61,110,221.4987,166,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.96113885486667,538.88,1314
"1751",59,99,180.8331,128,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.50113885486667,508.67,854
"1752",47,87,243,159.5854,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.52713885486667,943.68,1880
"1753",232,112,59.5354,180,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,0.914138854866667,267,267
"1754",128,230,293,171.025,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,1.57713885486667,187.85,930
"1755",160.1078,126,58,93,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,2.21313885486667,515.12,1566
"1756",158,100,39,80.6942,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.33913885486667,1665,2692
"1757",183.3187,123,72,108,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.19713885486667,651.97,1550
"1758",31,71,131,70.9055,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.48213885486667,1428.06,2835
"1759",257,191.3091,52,119,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-2.15713885486667,273,1510
"1760",289,214,92,142.6763,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,-1.00013885486667,345.06,353
"1761",106.112,157,217,163,10,0.121144086965,0.687782471233333,0.7406418473,0.647138854866667,0.483379721466667,0.68318485973,0.74115025979,3.92913885486667,1442.04,3282
