"","val_A_scaled","val_B_scaled","prob_A","prob_B","subj_idx","drift","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"622",20,6,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-11.0015960946667,5424,10901
"623",90,81,0.9,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-3.65559609466667,1070,3555
"624",90,72,0.8,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-2.63459609466667,1468,2534
"625",80,24,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-7.03559609466667,4033,6935
"626",30,15,0.5,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-7.36459609466667,3744,7264
"627",100,70,0.7,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-3.29959609466667,1717,3199
"628",40,12,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-14.4935960946667,6943,14393
"629",10,7,0.7,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-4.16559609466667,1904,4065
"630",60,24,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.01543985932333,1561,2865
"631",40,20,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.785439859323333,171,635
"632",60,18,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,3.46643985932333,2518,3316
"633",80,32,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.525439859323333,0,375
"634",90,36,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.756439859323333,164,606
"635",90,54,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.18543985932333,835,2035
"636",20,16,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.11343985932333,1011,2963
"637",30,24,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.01943985932333,586,1869
"638",80,48,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.42043985932333,1110,1270
"639",40,16,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-5.28043985932333,4654,5130
"640",90,45,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.48943985932333,980,2339
"641",10,9,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.54243985932333,740,3392
"642",40,28,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.88443985932333,1602,2734
"643",80,64,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.964439859323333,374,814
"644",20,18,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,3.32243985932333,1308,3172
"645",60,48,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.39143985932333,1184,3241
"646",60,42,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.29843985932333,720,1148
"647",40,32,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.731439859323333,475,581
"648",50,30,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.02643985932333,310,876
"649",70,28,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.42743985932333,811,1277
"650",100,90,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.389439859323333,93,239
"651",20,10,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.55343985932333,880,1403
"652",20,14,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.35843985932333,944,2208
"653",100,80,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.634439859323333,174,484
"654",50,45,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,3.32743985932333,1355,3177
"655",60,30,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.56643985932333,1010,1416
"656",20,8,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.58643985932333,1508,2436
"657",10,3,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.69143985932333,490,1541
"658",50,25,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.54643985932333,1534,2396
"659",10,6,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.54043985932333,1410,2390
"660",40,36,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.96343985932333,1335,1813
"661",100,50,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.06443985932333,1232,2914
"662",100,60,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.840439859323333,428,690
"663",70,49,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.68843985932333,768,2538
"664",10,8,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.501439859323333,351,351
"665",80,72,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.20943985932333,558,1059
"666",70,63,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.76343985932333,767,1613
"667",30,21,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.27443985932333,382,1124
"668",30,27,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.12843985932333,538,978
"669",20,12,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.50843985932333,1590,2358
"670",70,42,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.624439859323333,100,474
"671",30,12,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-3.35243985932333,1732,3202
"672",50,15,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.46343985932333,706,1313
"673",90,27,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.89143985932333,2033,2741
"674",60,36,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.810439859323333,508,660
"675",10,5,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-4.08643985932333,1946,3936
"676",80,56,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,0.531439859323333,254,381
"677",50,20,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.60643985932333,846,1456
"678",30,18,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.71543985932333,923,2565
"679",10,4,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.743439859323333,141,593
"680",50,35,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.67443985932333,492,1524
"681",40,24,0.6,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.569439859323333,149,419
"682",100,30,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,2.24643985932333,992,2096
